optionid,productid,catalogid,category_id,featurecaption,featuretype,featurerequired,sorting,url,info,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty,thumbpath,colorcode
1493,HD-1686,311,0,PoE Switch,Radio,1,3,,,6297,4 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6298,4 x 4-Port PoE Switch (1Gbps),200,1,#NAME?,,0,0,0,1,,
1491,HD-1686,311,0,Recording,DropImage,1,1,,,6287,AVM Software (16-IP Licenses),0,1,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6288,MicroNVR (2TB),1299,3,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6289,MicroNVR (4TB),1399,4,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6290,Rack Mount PlatinumNVR (16TB),2399,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6291,Rack Mount PlatinumNVR (24TB),2799,8,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6292,Rack Mount PlatinumNVR (32TB),3199,9,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6293,Rack Mount PlatinumNVR (4TB),1799,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6294,Rack Mount PlatinumNVR (8TB),1999,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1394,dHD-4217,313,0,Mounting Bracket,Dropdown,0,0,,,5850,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5851,Back Box,45,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,5852,Wall Mount Bracket,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5853,Corner Mount Bracket,95,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,5854,Pole Mount Bracket,115,4,#NAME?,,0,0,0,1,,
1396,dHD-4417,314,0,Mounting Bracket,Dropdown,0,0,,,5861,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5862,Back Box,45,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,5863,Wall Mount Bracket,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5864,Corner Mount Bracket,95,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,5865,Pole Mount Bracket,115,4,#NAME?,,0,0,0,1,,
1398,dHD-4817,315,0,Mounting Bracket,Dropdown,0,0,,,5872,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5873,Back Box,45,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,5874,Wall Mount Bracket,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5875,Corner Mount Bracket,95,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,5876,Pole Mount Bracket,115,4,#NAME?,,0,0,0,1,,
1400,dHD-8217,316,0,Mounting Bracket,Dropdown,0,0,,,5881,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5882,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5883,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9894,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9895,Pole Mount Bracket & Junction Box,110,4,#NAME?,,0,0,0,0,,
,,,,,,,,,,9896,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
1402,dHD-8418,317,0,Mounting Bracket,Dropdown,0,0,,,5888,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5889,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5890,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9897,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9898,Pole Mount Bracket & Junction Box,110,4,#NAME?,,0,0,0,0,,
,,,,,,,,,,9899,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
1404,dHD-8818,318,0,Mounting Bracket,Dropdown,0,0,,,5895,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,5896,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,5897,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9900,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9901,Pole Mount Bracket & Junction Box,110,4,#NAME?,,0,0,0,0,,
,,,,,,,,,,9902,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
2131,SVC-Plat-YEAR,332,0,Camera Cleaning/Adjustment,Dropdown,1,3,,,9913,Yearly On-Site Camera Cleaning,0,0,,,1,0,0,0,,
,,,,,,,,,,9914,Bi-Annual On-Site Camera Cleaning,30,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9915,Quarterly On-Site Camera Cleaning,66,2,#NAME?,,0,0,0,0,,
1966,MidNVR,333,0,CPU,Dropdown,1,0,,,9129,Intel i3 CPU,0,0,0,,1,0,0,0,,
,,,,,,,,,,9130,Intel i5 CPU,155,1,0,,0,0,0,0,,
,,,,,,,,,,9131,Intel i7 CPU,365,2,0,,0,0,0,0,,
1965,MidNVR,333,0,Hard Drive Size,Dropdown,1,1,,,9125,4 TB Hard Drive Installed + M.2 OS Drive,0,0,+4TB,,1,0,0,0,,
,,,,,,,,,,9126,8 TB Hard Drive Installed + M.2 OS Drive,250,1,+8TB,,0,0,0,0,,
,,,,,,,,,,9127,12 TB Hard Drive Installed + M.2 OS Drive,450,2,+12TB,,0,0,0,0,,
,,,,,,,,,,9128,16 TB Hard Drive Installed + M.2 OS Drive,550,3,+16TB,,0,0,0,0,,
1964,MidNVR,333,0,Number of IP Licenses,Dropdown,1,4,,,9101,4 IP Camera Licenses,0,0,-4,,1,0,0,0,,
,,,,,,,,,,9102,5 IP Camera Licenses,100,1,-5,,0,0,0,0,,
,,,,,,,,,,9103,6 IP Camera Licenses,200,2,-6,,0,0,0,0,,
,,,,,,,,,,9104,7 IP Camera Licenses,300,3,-7,,0,0,0,0,,
,,,,,,,,,,9105,8 IP Camera Licenses,400,4,-8,,0,0,0,0,,
,,,,,,,,,,9106,9 IP Camera Licenses,500,5,-9,,0,0,0,0,,
,,,,,,,,,,9107,10 IP Camera Licenses,600,6,-10,,0,0,0,0,,
,,,,,,,,,,9108,11 IP Camera Licenses,700,7,-11,,0,0,0,0,,
,,,,,,,,,,9109,12 IP Camera Licenses,800,8,-12,,0,0,0,0,,
,,,,,,,,,,9110,13 IP Camera Licenses,900,9,-13,,0,0,0,0,,
,,,,,,,,,,9111,14 IP Camera Licenses,1000,10,-14,,0,0,0,0,,
,,,,,,,,,,9112,15 IP Camera Licenses,1100,11,-15,,0,0,0,0,,
,,,,,,,,,,9113,16 IP Camera Licenses,1200,12,-16,,0,0,0,0,,
,,,,,,,,,,9114,17 IP Camera Licenses,1300,13,-17,,0,0,0,0,,
,,,,,,,,,,9115,18 IP Camera Licenses,1400,14,-18,,0,0,0,0,,
,,,,,,,,,,9116,19 IP Camera Licenses,1500,15,-19,,0,0,0,0,,
,,,,,,,,,,9117,20 IP Camera Licenses,1600,16,-20,,0,0,0,0,,
,,,,,,,,,,9118,21 IP Camera Licenses,1700,17,-21,,0,0,0,0,,
,,,,,,,,,,9119,22 IP Camera Licenses,1800,18,-22,,0,0,0,0,,
,,,,,,,,,,9120,23 IP Camera Licenses,1900,19,-23,,0,0,0,0,,
,,,,,,,,,,9121,24 IP Camera Licenses,2000,20,-24,,0,0,0,0,,
,,,,,,,,,,9122,No IP Licenses Needed,-200,21,#NAME?,,0,0,0,0,,
1967,MidNVR,333,0,RAM,Dropdown,1,2,,,9132,8GB DDR4 RAM Installed,0,0,+8GB,,1,0,0,0,,
,,,,,,,,,,9133,16GB DDR4 RAM Installed,110,1,+16GB,,0,0,0,0,,
1971,dMidNVR,334,0,CPU,Dropdown,1,0,,,9164,Intel i3 CPU,0,0,0,,1,0,0,1,,
,,,,,,,,,,9165,Intel i5 CPU,115,1,0,,0,0,0,1,,
,,,,,,,,,,9166,Intel i7 CPU,265,2,0,,0,0,0,1,,
1969,dMidNVR,334,0,Hard Drive Size,Dropdown,1,4,,,9158,4 TB Hard Drive Installed + M.2 OS Drive,0,2,+4TB,,1,0,0,1,,
,,,,,,,,,,9159,8 TB Hard Drive Installed + M.2 OS Drive,185,3,+8TB,,0,0,0,1,,
,,,,,,,,,,9160,12 TB Hard Drives Installed + M.2 OS Drive,375,4,+12TB,,0,0,0,1,,
,,,,,,,,,,9161,16 TB Hard Drive Installed + M.2 OS Drive,500,5,+16TB,,0,0,0,1,,
1968,dMidNVR,334,0,Number of IP Licenses,Dropdown,1,10,,,9134,4 IP Camera Licenses,0,0,-4,,1,0,0,1,,
,,,,,,,,,,9135,5 IP Camera Licenses,70,1,-5,,0,0,0,1,,
,,,,,,,,,,9136,6 IP Camera Licenses,140,2,-6,,0,0,0,1,,
,,,,,,,,,,9137,7 IP Camera Licenses,210,3,-7,,0,0,0,1,,
,,,,,,,,,,9138,8 IP Camera Licenses,280,4,-8,,0,0,0,1,,
,,,,,,,,,,9139,9 IP Camera Licenses,350,5,-9,,0,0,0,1,,
,,,,,,,,,,9140,10 IP Camera Licenses,420,6,-10,,0,0,0,1,,
,,,,,,,,,,9141,11 IP Camera Licenses,490,7,-11,,0,0,0,1,,
,,,,,,,,,,9142,12 IP Camera Licenses,560,8,-12,,0,0,0,1,,
,,,,,,,,,,9143,13 IP Camera Licenses,630,9,-13,,0,0,0,1,,
,,,,,,,,,,9144,14 IP Camera Licenses,700,10,-14,,0,0,0,1,,
,,,,,,,,,,9145,15 IP Camera Licenses,770,11,-15,,0,0,0,1,,
,,,,,,,,,,9146,16 IP Camera Licenses,840,12,-16,,0,0,0,1,,
,,,,,,,,,,9147,No IP Camera Licenses,-140,21,#NAME?,,0,0,0,1,,
,,,,,,,,,,9148,17 IP Camera Licenses,910,13,-17,,0,0,0,1,,
,,,,,,,,,,9149,18 IP Camera Licenses,980,14,-18,,0,0,0,1,,
,,,,,,,,,,9150,19 IP Camera Licenses,1050,15,-19,,0,0,0,1,,
,,,,,,,,,,9151,20 IP Camera Licenses,1120,16,-20,,0,0,0,1,,
,,,,,,,,,,9152,21 IP Camera Licenses,1190,17,-21,,0,0,0,1,,
,,,,,,,,,,9153,22 IP Camera Licenses,1260,18,-22,,0,0,0,1,,
,,,,,,,,,,9154,23 IP Camera Licenses,1330,19,-23,,0,0,0,1,,
,,,,,,,,,,9155,24 IP Camera Licenses,1400,20,-24,,0,0,0,1,,
1970,dMidNVR,334,0,Operating System,Dropdown,1,2,,,9162,Windows 10 Embedded,0,0,#NAME?,,1,0,0,1,,
,,,,,,,,,,9163,No Operating System,-60,1,#NAME?,,0,0,0,1,,
1972,dMidNVR,334,0,RAM,Dropdown,1,1,,,9167,8GB DDR RAM,0,1,+8GB,,1,0,0,1,,
,,,,,,,,,,9168,16GB DDR RAM,90,2,+16GB,,0,0,0,1,,
1544,dMidNVR,334,0,Video Card,Dropdown,1,2,,,6710,Onboard Video Card (HDMI Output),-55,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,6711,Nvidia Video Card (HDMI output) < 4K Resolution,0,0,,,1,0,0,1,,
1632,PT-TVI4-2.8-Install,338,0,Additional Parts,Checkbox,0,6,,,7088,AVR Battery Backup unit,89.95,1,0,,0,0,0,1,,
,,,,,,,,,,7089,20 Inch LCD Monitor and HDMI Cable,155,2,0,,0,0,0,1,,
,,,,,,,,,,7090,Network Switch for added Internet ports if needed,45,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,7091,Upgraded Power Supply (Regulated Box),74,5,-12,,0,0,0,1,,
,,,,,,,,,,7092,Surge Protector for Power plugs,9.5,3,#NAME?,,0,0,0,1,,
1628,PT-TVI4-2.8-Install,338,0,Cable Lengths,Dropdown,1,2,,,7073,Up to 60' per camera,0,0,,,1,0,0,1,,
,,,,,,,,,,7074,3 Cameras <60' + 1 Camera <100',52,1,+100x1,,0,0,0,1,,
,,,,,,,,,,7075,2 Cameras <60' + 2 Cameras <100',104,2,+100x2,,0,0,0,1,,
,,,,,,,,,,7076,1 Camera <60' + 3 Cameras <100',156,3,+100x3,,0,0,0,1,,
,,,,,,,,,,7077,4 Cameras <100',208,4,+100x4,,0,0,0,1,,
1627,PT-TVI4-2.8-Install,338,0,Installation,Dropdown,1,1,,,7069,Basic Commercial Installation* (Chicago West Suburbs),0,0,#NAME?,,1,0,0,1,,
,,,,,,,,,,7070,Basic Commercial Installation* (Chicago),150,3,+BCI(C),,0,0,0,1,,
,,,,,,,,,,7071,Basic Commercial Installation* (Chicago Northwest Suburbs),100,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,7072,Basic Commercial Installation* (Chicago South Suburbs),120,2,#NAME?,,0,0,0,1,,
1629,PT-TVI4-2.8-Install,338,0,Installation Type,Dropdown,1,3,,,7078,All Indoor Drop Ceiling Camera Installation,0,0,,,1,0,0,1,,
,,,,,,,,,,7079,1 Outdoor Camera + 3 Indoor Drop Ceiling Cameras,100,1,0,,0,0,0,1,,
,,,,,,,,,,7080,2 Outdoor Cameras + 2 Indoor Drop Ceiling Cameras,200,2,0,,0,0,0,1,,
,,,,,,,,,,7081,3 Outdoor Cameras + 1 Indoor Drop Ceiling Camera,300,3,0,,0,0,0,1,,
,,,,,,,,,,7082,4 Outdoor Cameras,400,4,0,,0,0,0,1,,
1631,PT-TVI4-2.8-Install,338,0,Network Run,Dropdown,1,5,,,7085,Connect to Customer Provided Network Switch (next to new DVR Location),0,0,,,1,0,0,1,,
,,,,,,,,,,7086,New CAT-5 Run up to 50' from DVR (no Vertical Drops),100,1,0,,0,0,0,1,,
,,,,,,,,,,7087,Net CAT-5 Run up to 50' from DVR (with Vertical Drop in-wall),200,2,#NAME?,,0,0,0,1,,
1633,PT-TVI4-2.8-Install,338,0,Technical Support,Dropdown,1,7,,,7093,No Ongoing Technical Support,0,0,,,1,0,0,1,,
,,,,,,,,,,7094,Remote Technical Support ($5/mo) Billed Yearly,60,1,#NAME?,,0,0,0,1,,
1630,PT-TVI4-2.8-Install,338,0,Vertical Drop,Dropdown,1,4,,,7083,DVR Installed in Electrical/IT Room with exposed Vertical Drop,0,0,,,1,0,0,1,,
,,,,,,,,,,7084,In-Drywall Vertical Drop for Camera cables to install DVR on Desk or room to hide vertical cable runs,100,1,#NAME?,,0,0,0,1,,
2069,PT-TVI4-2.8,339,0,Power Supply,Radio,1,3,,,9701,Basic 12VDC Power Supply,35,0,+12VSquid,,1,0,0,1,,
,,,,,,,,,,9702,Multi-Camera Regulated Power Box,74,1,-12,,0,0,0,1,,
,,,,,,,,,,9703,No Camera Power Supply,0,2,,,0,0,0,1,,
1688,PT-TVI8-2.8-Install,340,0,Additional Parts,Checkbox,0,6,,,7302,AVR Battery Backup unit,89.95,1,0,,0,0,0,1,,
,,,,,,,,,,7303,20 Inch LCD Monitor and HDMI Cable,155,2,0,,0,0,0,1,,
,,,,,,,,,,7304,Network Switch for added Internet ports if needed,45,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,7305,Upgraded Power Supply (Regulated Box),74,5,-12,,0,0,0,1,,
,,,,,,,,,,7306,Surge Protector for Power plugs,9.5,3,#NAME?,,0,0,0,1,,
1684,PT-TVI8-2.8-Install,340,0,Cable Lengths,Dropdown,1,2,,,7283,Up to 60' per camera,0,0,,,1,0,0,1,,
,,,,,,,,,,7284,7 Cameras <60' + 1 Camera <100',52,1,+100x1,,0,0,0,1,,
,,,,,,,,,,7285,6 Cameras <60' + 2 Cameras <100',104,2,+100x2,,0,0,0,1,,
,,,,,,,,,,7286,5 Camera <60' + 3 Cameras <100',156,3,+100x3,,0,0,0,1,,
,,,,,,,,,,7287,4 Cameras <60' + 4 Cameras <100',208,4,+100x4,,0,0,0,1,,
,,,,,,,,,,7288,3 Cameras <60' + 5 Cameras <100',260,5,+100x5,,0,0,0,1,,
,,,,,,,,,,7289,2 Cameras <60' + 6 Cameras <100',312,6,+100x6,,0,0,0,1,,
,,,,,,,,,,7290,1 Camera <60' + 7 Cameras <100',364,7,+100x7,,0,0,0,1,,
,,,,,,,,,,7291,8 Cameras <100',416,8,+100x8,,0,0,0,1,,
1683,PT-TVI8-2.8-Install,340,0,Installation,Dropdown,1,1,,,7279,Basic Commercial Installation* (Chicago West Suburbs),0,0,#NAME?,,1,0,0,1,,
,,,,,,,,,,7280,Basic Commercial Installation* (Chicago),100,3,+BCI(C),,0,0,0,1,,
,,,,,,,,,,7281,Basic Commercial Installation* (Chicago Northwest Suburbs),50,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,7282,Basic Commercial Installation* (Chicago South Suburbs),70,2,#NAME?,,0,0,0,1,,
1685,PT-TVI8-2.8-Install,340,0,Installation Type,Dropdown,1,3,,,7292,All Indoor Drop Ceiling Camera Installation,0,0,,,1,0,0,1,,
,,,,,,,,,,7293,1 Outdoor Camera + 3 Indoor Drop Ceiling Cameras,100,1,0,,0,0,0,1,,
,,,,,,,,,,7294,2 Outdoor Cameras + 2 Indoor Drop Ceiling Cameras,200,2,0,,0,0,0,1,,
,,,,,,,,,,7295,3 Outdoor Cameras + 1 Indoor Drop Ceiling Camera,300,3,0,,0,0,0,1,,
,,,,,,,,,,7296,4 Outdoor Cameras,400,4,0,,0,0,0,1,,
1687,PT-TVI8-2.8-Install,340,0,Network Run,Dropdown,1,5,,,7299,Connect to Customer Provided Network Switch (next to new DVR Location),0,0,,,1,0,0,1,,
,,,,,,,,,,7300,New CAT-5 Run up to 50' from DVR (no Vertical Drops),100,1,0,,0,0,0,1,,
,,,,,,,,,,7301,Net CAT-5 Run up to 50' from DVR (with Vertical Drop in-wall),200,2,#NAME?,,0,0,0,1,,
1689,PT-TVI8-2.8-Install,340,0,Technical Support,Dropdown,1,7,,,7307,No Ongoing Technical Support,0,0,,,1,0,0,1,,
,,,,,,,,,,7308,Remote Technical Support ($5/mo) Billed Yearly,60,1,#NAME?,,0,0,0,1,,
1686,PT-TVI8-2.8-Install,340,0,Vertical Drop,Dropdown,1,4,,,7297,DVR Installed in Electrical/IT Room with exposed Vertical Drop,0,0,,,1,0,0,1,,
,,,,,,,,,,7298,In-Drywall Vertical Drop for Camera cables to install DVR on Desk or room to hide vertical cable runs,100,1,#NAME?,,0,0,0,1,,
2067,PT-TVI8-2.8,341,0,Power Supply,Radio,1,3,,,9695,No Camera Power Supply,0,2,,,0,0,0,1,,
,,,,,,,,,,9696,Basic 12VDC Power Supplies,50,0,+12VSquid,,1,0,0,1,,
,,,,,,,,,,9697,Multi-Camera Regulated Power Box,105,1,-12,,0,0,0,1,,
1699,dPTAR324-4,345,0,Hard Drive Size,Dropdown,1,0,,,7345,No Hard Drive,-80,0,#NAME?,,0,0,0,1,,
,,,,,,,,,,7346,1 TB Hard Drive Installed,0,1,+1TB,,1,0,0,1,,
,,,,,,,,,,7347,2 TB Hard Drive Installed,30,2,+2TB,,0,0,0,1,,
,,,,,,,,,,7348,4 TB Hard Drive Installed,120,3,+4TB,,0,0,0,1,,
1700,dPTAR324-8,346,0,Hard Drive Size,Dropdown,1,0,,,7349,No Hard Drive,-90,0,#NAME?,,0,0,0,1,,
,,,,,,,,,,7350,1 TB Hard Drive Installed,-20,1,+1TB,,0,0,0,1,,
,,,,,,,,,,7351,2 TB Hard Drive Installed,0,2,+2TB,,1,0,0,1,,
,,,,,,,,,,7352,4 TB Hard Drive Installed,55,3,+4TB,,0,0,0,1,,
,,,,,,,,,,7353,6 TB Hard Drive Installed,140,4,+6TB,,0,0,0,1,,
1701,dPTAR324-16,347,0,Hard Drive Size,Dropdown,1,0,,,7354,No Hard Drive,-120,0,#NAME?,,0,0,0,1,,
,,,,,,,,,,7355,1 TB Hard Drive Installed,-50,1,+1TB,,0,0,0,1,,
,,,,,,,,,,7356,2 TB Hard Drive Installed,-30,2,+2TB,,0,0,0,1,,
,,,,,,,,,,7357,4 TB Hard Drive Installed,55,4,+4TB,,0,0,0,1,,
,,,,,,,,,,7358,6 TB Hard Drive Installed,130,5,+6TB,,0,0,0,1,,
,,,,,,,,,,7359,3 TB Hard Drive Installed,0,3,+3TB,,1,0,0,1,,
,,,,,,,,,,7360,12 TB Hard Drives Installed,390,6,+12TB,,0,0,0,1,,
1994,HD-9847,348,0,Edge Backup Recording,Dropdown,1,1,,,9432,No SD Card - No Backup Recording on Device,0,0,,,1,0,0,0,,
,,,,,,,,,,9433,256GB MicroSD Card for Backup/Edge Recording,85,1,+256GB,,0,0,0,0,,
1993,HD-9847,348,0,Mounting Bracket,Dropdown,0,0,,,9427,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9428,Wall Mount Bracket,85,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9429,Corner Mount Bracket,185,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9430,Pole Mount Bracket,185,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,9431,"Pendant Mount Bracket (10"" drop with adapters)",115,4,#NAME?,,0,0,0,1,,
1797,PT-ASI7213X-T1,359,0,Brackets,Dropdown,1,2,,,8104,Wall Mount Bracket (included),0,0,,,1,0,0,0,,
,,,,,,,,,,8105,Floor Standing Metal Bracket,400,1,#NAME?,,0,0,0,0,,
1800,PT-ASI7213X-T1,359,0,Expedited Processing/Shipping,Dropdown,1,0,,,8118,Standard Processing (5-7 days),0,0,,,1,0,0,0,,
,,,,,,,,,,8119,Expedited Processing (1-3 days) - Jump to front of line,175,1,#NAME?,,0,0,0,0,,
1799,PT-ASI7213X-T1,359,0,Power Supply for Camera,Dropdown,1,4,,,8117,Individual 12VDC 2 Amp Power Supply,0,1,+12VDC2A,,1,0,0,0,,
1798,PT-ASI7213X-T1,359,0,Recorder for Alerting/Recording,Dropdown,0,3,,,8110,No recorder,0,0,,,1,0,0,0,,
,,,,,,,,,,8111,AVM Software License for Recording onto PC (up to 4 cameras),200,1,0,,0,0,0,0,,
,,,,,,,,,,8112,MicroNVR Recorder with AVM Software license and 1TB Hard Drive (up to 4 cameras),1199,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,8113,MicroNVR Recorder with AVM Software license and 2TB Hard Drive (up to 4 cameras),1299,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,8114,MicroNVR Recorder with AVM Software license and 4TB Hard Drive (up to 4 cameras),1399,4,#NAME?,,0,0,0,0,,
1983,HD-1417,363,0,Power Adapter,Dropdown,1,1,,,9395,Individual 12VDC Power Adapter,14.95,1,+12VDC,,0,0,0,0,,
,,,,,,,,,,9396,No Power Adapter - I will use PoE Instead,0,2,,,0,0,0,0,,
2081,HD-8448,364,0,Audio,Dropdown,1,0,,,9742,No Audio,0,0,,,1,0,0,0,,
2080,HD-8448,364,0,Color,DropImage,1,0,,,9740,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
2079,HD-8448,364,0,Mounting Bracket,Dropdown,0,3,,,9734,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9737,Pole Mount Bracket,130,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,9738,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9739,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
2084,HD-8848,365,0,Audio,Dropdown,1,0,,,9752,No Audio,0,0,,,1,0,0,0,,
2083,HD-8848,365,0,Color,DropImage,1,0,,,9750,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
2082,HD-8848,365,0,Mounting Bracket,Dropdown,0,3,,,9744,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9747,Pole Mount Bracket,130,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9748,Wall Mount Bracket,75,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9749,Pendant Mount and Pendant Cap,85,3,#NAME?,,0,0,0,0,,
1839,HD-646,366,0,Cable Lengths,Radio,1,2,,,8303,No Cable,0,0,,,1,0,0,0,,
,,,,,,,,,,8304,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,0,,
1837,HD-646,366,0,Cameras,DropImage,1,0,,,8288,6 x HDB-5417 2K HD IR Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,0,,
,,,,,,,,,,8289,6 x HD-4417 2K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,0,,
,,,,,,,,,,8290,2 x HD-4417 Domes + 4 x HD-5417 Bullets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,0,,
,,,,,,,,,,8291,2 x HD-4417 Domes + 4 x HD-8417 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,0,,
,,,,,,,,,,8292,4 x HD-4417 Domes + 2 x HDB-5417 Bullets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,0,,
,,,,,,,,,,8293,4 x HD-4417 Domes + 2 x HD-8417 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,0,,
,,,,,,,,,,8294,6 x HD-8417 2K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,0,,
1840,HD-646,366,0,PoE Switch,Radio,1,3,,,8305,2 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,0,,
,,,,,,,,,,8306,2 x 4-Port PoE Switch (1Gbps),100,1,#NAME?,,0,0,0,0,,
1838,HD-646,366,0,Recording,DropImage,1,1,,,8295,AVM Software (6-IP Licenses),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,0,,
,,,,,,,,,,8296,MicroNVR (2TB),1299,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,0,,
,,,,,,,,,,8297,Platinum NVR (4TB),1799,4,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,0,,
,,,,,,,,,,8298,MicroNVR (1TB),1199,1,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,0,,
,,,,,,,,,,8299,MicroNVR (4TB),1399,3,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,0,,
,,,,,,,,,,8300,Rack Mount PlatinumNVR (8TB),1999,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,0,,
,,,,,,,,,,8301,Rack Mount PlatinumNVR (16TB),2399,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,0,,
,,,,,,,,,,8302,Rack Mount PlatinumNVR (24TB),2799,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,0,,
2085,HD-LPR-ANPR,367,0,Mounting Bracket,Dropdown,0,3,,,9754,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9757,Pole Mount Bracket,65,1,#NAME?,,0,0,0,1,,
2090,HD-PTZ-2mAT,368,0,Audio,Dropdown,1,0,,,9772,No Audio,0,0,,,1,0,0,0,,
