optionid,productid,catalogid,category_id,featurecaption,featuretype,featurerequired,sorting,url,info,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty,thumbpath,colorcode
,,,,,,,,,,6124,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1458,HD-286,303,0,Cameras,DropImage,1,0,,,6114,2 x HD-5817 4K Weatherproof Bullet Cameras with IR,0,0,#NAME?,assets/images/Products/Cameras/HDB-5212/HDB-5212-2_thumb.jpg,1,0,0,1,,
,,,,,,,,,,6115,2 x HD-5817 4K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-4110/HD-4110_1_500x333.jpg,0,0,0,1,,
,,,,,,,,,,6116,2 x HD-8817 4K Turret Cameras with Infrared,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1461,HD-286,303,0,PoE Switch,Radio,1,3,,,6125,4-Port PoE Switch (100Mbps),0,0,,,1,0,0,1,,
,,,,,,,,,,6126,4-Port PoE Switch (1Gbps),50,1,#NAME?,,0,0,0,1,,
1459,HD-286,303,0,Recording,DropImage,1,1,,,6117,AVM Lite Software (7-Days Rolling Recording),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6118,AVM Software (4-IP Licenses),200,1,0,assets/images/Products/AVM/Video_DVD_250x250.jpg,0,0,0,1,,
,,,,,,,,,,6119,MicroNVR (1TB) + 4 Licenses,1199,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6120,MicroNVR (2TB) + 4 Licenses,1299,3,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6121,MicroNVR (4TB) + 4 Licenses,1399,4,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6122,MicroNVR Platinum (4TB) + 4 Licenses,1799,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1464,HD-446,304,0,Cable Lengths,Radio,1,2,,,6137,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6138,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1462,HD-446,304,0,Cameras,DropImage,1,0,,,6128,4 x HDB-5417 2K IR Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6129,4 x HD-4417 2K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6130,4 x HD-8417 2K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-8x17/HD-8x17_1.jpg,0,0,0,1,,
1465,HD-446,304,0,PoE Switch,Radio,1,3,,,6139,4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6140,4-Port PoE Switch (1Gbps),50,1,#NAME?,,0,0,0,1,,
1463,HD-446,304,0,Recording,DropImage,1,1,,,6131,AVM Lite Software (7-Days Rolling Recording),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6132,AVM Software (4-IP Licenses),200,1,0,assets/images/Products/AVM/Video_DVD_250x250.jpg,0,0,0,1,,
,,,,,,,,,,6133,MicroNVR (1TB) + 4 Licenses,1199,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6134,MicroNVR (2TB) + 4 Licenses,1299,3,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6135,MicroNVR (4TB) + 4 Licenses,1399,4,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6136,MicroNVR Platinum (4TB) + 4 Licenses,1799,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1472,HD-486,305,0,Cable Lengths,Radio,1,2,,,6164,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6165,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1470,HD-486,305,0,Cameras,DropImage,1,0,,,6155,4 x HDB-5817 4K IR Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6156,4 x HD-4817 4K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6157,4 x HD-8817 4K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-8x17/HD-8x17_1.jpg,0,0,0,1,,
1473,HD-486,305,0,PoE Switch,Radio,1,3,,,6166,4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6167,4-Port PoE Switch (1Gbps),50,1,#NAME?,,0,0,0,1,,
1471,HD-486,305,0,Recording,DropImage,1,1,,,6158,AVM Lite Software (7-Days Rolling Recording),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6159,AVM Software (4-IP Licenses),200,1,0,assets/images/Products/AVM/Video_DVD_250x250.jpg,0,0,0,1,,
,,,,,,,,,,6160,MicroNVR (1TB) + 4 Licenses,1199,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6161,MicroNVR (2TB) + 4 Licenses,1299,3,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6162,MicroNVR (4TB) + 4 Licenses,1399,4,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6163,MicroNVR Platinum (4TB) + 4 Licenses,1799,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1524,HD-846,306,0,Cable Lengths,Radio,1,2,,,6507,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6508,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1522,HD-846,306,0,Cameras,DropImage,1,0,,,6490,8 x HDB-5417 2K HD IR Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6491,8 x HD-4417 2K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6492,2 x HD-4417 Domes + 6 x HD-5417 Bullets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6493,2 x HD-4417 Domes + 6 x HD-8417 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6494,4 x HD-4417 Domes + 4 x HD-5417 Bullets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6495,4 x HD-4417 Domes + 4 x HD-8417 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6496,6 x HD-4417 Domes + 2 x HDB-5417 Bullets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6497,6 x HD-4417 Domes + 2 x HD-8417 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6498,8 x HD-8417 2K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1525,HD-846,306,0,PoE Switch,Radio,1,3,,,6509,2 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6510,2 x 4-Port PoE Switch (1Gbps),100,1,#NAME?,,0,0,0,1,,
1523,HD-846,306,0,Recording,DropImage,1,1,,,6499,AVM Software (8-IP Licenses),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6500,MicroNVR (1TB),1199,1,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6501,MicroNVR (2TB),1299,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6502,MicroNVR (4TB),1399,3,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6503,Rack Mount PlatinumNVR (16TB),2399,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6504,Rack Mount PlatinumNVR (24TB),2799,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6505,Platinum NVR (4TB),1799,4,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6506,Rack Mount PlatinumNVR (8TB),1999,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1528,HD-886,307,0,Cable Lengths,Radio,1,2,,,6531,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6532,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1526,HD-886,307,0,Cameras,DropImage,1,0,,,6514,8 x HDB-5817 4K HD IR Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6515,8 x HD-4817 4K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6516,2 x HD-4817 Domes + 6 x HD-5817 Bullets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6517,2 x HD-4817 Domes + 6 x HD-8817 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6518,4 x HD-4817 Domes + 4 x HD-5817 Bullets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6519,4 x HD-4817 Domes + 4 x HD-8817 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6520,6 x HD-4817 Domes + 2 x HDB-5817 Bullets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6521,6 x HD-4817 Domes + 2 x HD-8817 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6522,8 x HD-8817 4K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1529,HD-886,307,0,PoE Switch,Radio,1,3,,,6533,2 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6534,2 x 4-Port PoE Switch (1Gbps),100,1,#NAME?,,0,0,0,1,,
1527,HD-886,307,0,Recording,DropImage,1,1,,,6523,AVM Software (8-IP Licenses),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6524,MicroNVR (1TB),1199,1,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6525,MicroNVR (2TB),1299,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6526,MicroNVR (4TB),1399,3,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6527,Rack Mount PlatinumNVR (16TB),2399,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6528,Rack Mount PlatinumNVR (24TB),2799,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6529,Platinum NVR Rackmount (8TB),1999,4,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6530,Rack Mount PlatinumNVR (8TB),1999,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1508,HD-1246,308,0,Cable Lengths,Radio,1,2,,,6409,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6410,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1506,HD-1246,308,0,Cameras,DropImage,1,0,,,6388,12 x HD-5417 HD 2K Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6389,12 x HD-4417 2K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6390,10 x HD-4417 Domes + 2 x HD-5417 Bullets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6391,10 x HD-4417 Domes + 2 x HD-8417 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6392,2 x HD-4417 Domes + 10 x HD-5417 Bullets,0,12,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6393,2 x HD-4417 Domes + 10 x HD-8417 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6394,4 x HD-4417 Domes + 8 x HD-5417 Bullets,0,11,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6395,4 x HD-4417 Domes + 8 x HD-8417 Turrets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6396,6 x HD-4417 Domes + 6 x HD-5417 Bullets,0,10,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6397,6 x HD-4417 Domes + 6 x HD-8417 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6398,8 x HD-4417 Domes + 4 x HD-5417 Bullets,0,9,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6399,8 x HD-4417 Domes + 4 x HD-8417 Turrets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6400,12 x HD-8417 2K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1509,HD-1246,308,0,PoE Switch,Radio,1,3,,,6411,3 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6412,3 x 4-Port PoE Switch (1Gbps),150,1,#NAME?,,0,0,0,1,,
1507,HD-1246,308,0,Recording,DropImage,1,1,,,6401,AVM Software (12-IP Licenses),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6402,MicroNVR (2TB),1299,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6403,MicroNVR (4TB),1399,3,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6404,Rack Mount PlatinumNVR (16TB),2399,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6405,Rack Mount PlatinumNVR (24TB),2799,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6406,Rack Mount PlatinumNVR (32TB),3199,8,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6407,Rack Mount PlatinumNVR (4TB),1799,4,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6408,Rack Mount PlatinumNVR (8TB),1999,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1512,HD-1286,309,0,Cable Lengths,Radio,1,2,,,6438,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6439,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1510,HD-1286,309,0,Cameras,DropImage,1,0,,,6417,12 x HD-5817 HD 4K Bullet Cameras,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6418,12 x HD-4817 4K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6419,10 x HD-4817 Domes + 2 x HD-5817 Bullets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6420,10 x HD-4817 Domes + 2 x HD-8817 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6421,2 x HD-4817 Domes + 10 x HD-5817 Bullets,0,12,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6422,2 x HD-4817 Domes + 10 x HD-8817 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6423,4 x HD-4817 Domes + 8 x HD-5817 Bullets,0,11,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6424,4 x HD-4817 Domes + 8 x HD-8817 Turrets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6425,6 x HD-4817 Domes + 6 x HD-5817 Bullets,0,10,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6426,6 x HD-4817 Domes + 6 x HD-8817 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6427,8 x HD-4817 Domes + 4 x HD-5817 Bullets,0,9,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6428,8 x HD-4817 Domes + 4 x HD-8817 Turrets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6429,12 x HD-8817 4K Turret Cameras,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1513,HD-1286,309,0,PoE Switch,Radio,1,3,,,6440,3 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6441,3 x 4-Port PoE Switch (1Gbps),150,1,#NAME?,,0,0,0,1,,
1511,HD-1286,309,0,Recording,DropImage,1,1,,,6430,AVM Software (12-IP Licenses),0,0,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6431,MicroNVR (2TB),1299,2,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6432,MicroNVR (4TB),1399,3,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6433,Rack Mount PlatinumNVR (16TB),2399,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6434,Rack Mount PlatinumNVR (24TB),2799,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6435,Rack Mount PlatinumNVR (32TB),3199,8,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6436,Rack Mount PlatinumNVR (4TB),1799,4,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6437,Rack Mount PlatinumNVR (8TB),1999,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1484,HD-1646,310,0,Cable Lengths,Radio,1,2,,,6237,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6238,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1482,HD-1646,310,0,Cameras,DropImage,1,0,,,6214,16 x HD-5417 2K IR Bullets,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6215,16 x HD-4417 2K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6216,12 x HD-4417 Domes + 4 x HD-5417 Bullets,0,10,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6217,12 x HD-4417 Domes + 4 x HD-8417 Turrets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6218,14 x HD-4417 Domes + 2 x HD-5417 Bullets,0,9,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6219,14 x HD-4417 Domes + 2 x HD-8417 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6220,2 x HD-4417 Domes + 14 x HD-5417 Bullets,0,14,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6221,2 x HD-4417 Domes + 14 x HD-8417 Turrets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6222,4 x HD-4417 Domes + 12 x HD-5417 Bullets,0,13,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6223,4 x HD-4417 Domes + 12 x HD-8417 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6224,6 x HD-4417 Domes + 10 x HD-5417 Bullets,0,12,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6225,6 x HD-4417 Domes + 10 x HD-8417 Turrets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6226,8 x HD-4417 Domes + 8 x HD-5417 Bullets,0,11,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6227,8 x HD-4417 Domes + 8 x HD-8417 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6228,16 x HD-8417 2K Turrets,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
1485,HD-1646,310,0,PoE Switch,Radio,1,3,,,6239,4 x 4-Port PoE Switch (100Mbps),0,0,,,0,0,0,1,,
,,,,,,,,,,6240,4 x 4-Port PoE Switch (1Gbps),200,1,#NAME?,,0,0,0,1,,
1483,HD-1646,310,0,Recording,DropImage,1,1,,,6229,AVM Software (16-IP Licenses),0,1,,assets/images/Products/AVM/Video_DVD_250x250.jpg,1,0,0,1,,
,,,,,,,,,,6230,MicroNVR (2TB),1299,3,#NAME?,assets/images/Products/PCs/MicroNVR.jpg,0,0,0,1,,
,,,,,,,,,,6231,MicroNVR (4TB),1399,4,#NAME?,assets/images/Products/PCs/micronvr_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6232,Rack Mount PlatinumNVR (16TB),2399,7,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6233,Rack Mount PlatinumNVR (24TB),2799,8,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6234,Rack Mount PlatinumNVR (32TB),3099,9,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6235,Rack Mount PlatinumNVR (4TB),1799,5,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
,,,,,,,,,,6236,Rack Mount PlatinumNVR (8TB),1999,6,#NAME?,assets/images/Products/PCs/hdvr_1_thumbnail.jpg,0,0,0,1,,
1492,HD-1686,311,0,Cable Lengths,Radio,1,2,,,6295,No Cable,0,0,,,1,0,0,1,,
,,,,,,,,,,6296,1000' Box CAT-5 Cable w/RJ-45 Connectors,85,1,0,,0,0,0,1,,
1490,HD-1686,311,0,Cameras,DropImage,1,0,,,6272,16 x HD-5817 4K IR Bullets,0,0,#NAME?,assets/images/Products/Cameras/HD-IP/BH.jpg,1,0,0,1,,
,,,,,,,,,,6273,16 x HD-4817 4K MicroDomes,0,1,#NAME?,assets/images/Products/Cameras/HD-IP/IH.jpg,0,0,0,1,,
,,,,,,,,,,6274,12 x HD-4817 Domes + 4 x HD-5817 Bullets,0,10,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6275,12 x HD-4817 Domes + 4 x HD-8817 Turrets,0,4,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6276,14 x HD-4817 Domes + 2 x HD-5817 Bullets,0,9,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6277,14 x HD-4817 Domes + 2 x HD-8817 Turrets,0,3,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6278,2 x HD-4817 Domes + 14 x HD-5817 Bullets,0,14,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6279,2 x HD-4817 Domes + 14 x HD-8817 Turrets,0,8,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6280,4 x HD-4817 Domes + 12 x HD-5817 Bullets,0,13,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6281,4 x HD-4817 Domes + 12 x HD-8817 Turrets,0,7,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6282,6 x HD-4817 Domes + 10 x HD-5817 Bullets,0,12,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6283,6 x HD-4817 Domes + 10 x HD-8817 Turrets,0,6,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6284,8 x HD-4817 Domes + 8 x HD-5817 Bullets,0,11,#NAME?,assets/images/Products/Cameras/HD-IP/IHBH.jpg,0,0,0,1,,
,,,,,,,,,,6285,8 x HD-4817 Domes + 8 x HD-8817 Turrets,0,5,#NAME?,assets/images/Products/Cameras/HD-IP/IHTH.jpg,0,0,0,1,,
,,,,,,,,,,6286,16 x HD-8817 4K Turrets,0,2,#NAME?,assets/images/Products/Cameras/HD-IP/TH.jpg,0,0,0,1,,
